Name,ApplicableClasses
Pset_ReinforcementBarPitchOfColumn,IfcColumn
Pset_ReinforcementBarPitchOfColumn,IfcColumnType
Pset_ReinforcementBarPitchOfContinuousFooting,IfcFooting
Pset_ReinforcementBarPitchOfContinuousFooting,IfcFootingType
Pset_ReinforcementBarPitchOfSlab,IfcSlab
Pset_ReinforcementBarPitchOfSlab,IfcSlabType
Pset_ReinforcementBarPitchOfWall,IfcWall
Pset_ReinforcementBarPitchOfWall,IfcWallType
Pset_RepairOccurrence,IfcAsset
Pset_RepairOccurrence,IfcElement
Pset_RepairOccurrence,IfcSystem
Pset_RevetmentCommon,IfcMarineFacility
Pset_Risk,IfcGroup
Pset_Risk,IfcProcess
Pset_Risk,IfcProduct
Pset_Risk,IfcTypeProcess
Pset_Risk,IfcTypeProduct
Pset_RoadDesignCriteriaCommon,IfcFacilityPartCommon
Pset_RoadDesignCriteriaCommon,IfcFacilityPartCommon
Pset_RoadDesignCriteriaCommon,IfcFacilityPartCommon
Pset_RoadDesignCriteriaCommon,IfcRoadPart
Pset_RoadDesignCriteriaCommon,IfcRoadPart
Pset_RoadDesignCriteriaCommon,IfcRoadPart_CROSSING
Pset_RoadDesignCriteriaCommon,IfcRoadPart
Pset_RoadDesignCriteriaCommon,IfcRoadPart
Pset_RoadDesignCriteriaCommon,IfcRoadPart
Pset_RoadDesignCriteriaCommon,IfcRoadPart
Pset_RoadDesignCriteriaCommon,IfcRoad
Pset_RoadGuardElement,IfcRailing
Pset_RoadGuardElement,IfcWall
Pset_RoadGuardElement,IfcRailingType
Pset_RoadGuardElement,IfcWallType
Pset_RoadMarkingCommon,IfcSurfaceFeature
Pset_RoadMarkingCommon,IfcSurfaceFeature
Pset_RoadMarkingCommon,IfcSurfaceFeature
Pset_RoadMarkingCommon,IfcSurfaceFeature
Pset_RoadSymbolsCommon,IfcSurfaceFeature
Pset_RoofCommon,IfcRoof
Pset_RoofCommon,IfcRoofType
Pset_SanitaryTerminalTypeBath,IfcSanitaryTerminal
Pset_SanitaryTerminalTypeBath,IfcSanitaryTerminalType
Pset_SanitaryTerminalTypeBidet,IfcSanitaryTerminal
Pset_SanitaryTerminalTypeBidet,IfcSanitaryTerminalType
Pset_SanitaryTerminalTypeCistern,IfcSanitaryTerminal
Pset_SanitaryTerminalTypeCistern,IfcSanitaryTerminalType
Pset_SanitaryTerminalTypeCommon,IfcSanitaryTerminal
Pset_SanitaryTerminalTypeCommon,IfcSanitaryTerminalType
Pset_SanitaryTerminalTypeSanitaryFountain,IfcSanitaryTerminal
Pset_SanitaryTerminalTypeSanitaryFountain,IfcSanitaryTerminalType
Pset_SanitaryTerminalTypeShower,IfcSanitaryTerminal
Pset_SanitaryTerminalTypeShower,IfcSanitaryTerminalType
Pset_SanitaryTerminalTypeSink,IfcSanitaryTerminal
Pset_SanitaryTerminalTypeSink,IfcSanitaryTerminalType
Pset_SanitaryTerminalTypeToiletPan,IfcSanitaryTerminal
Pset_SanitaryTerminalTypeToiletPan,IfcSanitaryTerminalType
Pset_SanitaryTerminalTypeUrinal,IfcSanitaryTerminal
Pset_SanitaryTerminalTypeUrinal,IfcSanitaryTerminalType
Pset_SanitaryTerminalTypeWashHandBasin,IfcSanitaryTerminal
Pset_SanitaryTerminalTypeWashHandBasin,IfcSanitaryTerminalType
Pset_SectioningDevice,IfcDiscreteAccessory
Pset_SectioningDevice,IfcDiscreteAccessoryType
Pset_SectionInsulator,IfcDiscreteAccessory
Pset_SectionInsulator,IfcDiscreteAccessoryType
Pset_SensorPHistory,IfcSensor
Pset_SensorTypeCO2Sensor,IfcSensor2SENSOR
Pset_SensorTypeCO2Sensor,IfcSensorType2SENSOR
Pset_SensorTypeCommon,IfcSensor
Pset_SensorTypeCommon,IfcSensorType
Pset_SensorTypeConductanceSensor,IfcSensor
Pset_SensorTypeConductanceSensor,IfcSensorType
Pset_SensorTypeContactSensor,IfcSensor
Pset_SensorTypeContactSensor,IfcSensorType
Pset_SensorTypeEarthquakeSensor,IfcSensor
Pset_SensorTypeEarthquakeSensor,IfcSensorType
Pset_SensorTypeFireSensor,IfcSensor
Pset_SensorTypeFireSensor,IfcSensorType
Pset_SensorTypeFlowSensor,IfcSensor
Pset_SensorTypeFlowSensor,IfcSensorType
Pset_SensorTypeForeignObjectDetectionSensor,IfcSensor
Pset_SensorTypeForeignObjectDetectionSensor,IfcSensorType
Pset_SensorTypeFrostSensor,IfcSensor
Pset_SensorTypeFrostSensor,IfcSensorType
Pset_SensorTypeGasSensor,IfcSensor
Pset_SensorTypeGasSensor,IfcSensorType
Pset_SensorTypeHeatSensor,IfcSensor
Pset_SensorTypeHeatSensor,IfcSensorType
Pset_SensorTypeHumiditySensor,IfcSensor
Pset_SensorTypeHumiditySensor,IfcSensorType
Pset_SensorTypeIdentifierSensor,IfcSensor
Pset_SensorTypeIdentifierSensor,IfcSensorType
Pset_SensorTypeIonConcentrationSensor,IfcSensor
Pset_SensorTypeIonConcentrationSensor,IfcSensorType
Pset_SensorTypeLevelSensor,IfcSensor
Pset_SensorTypeLevelSensor,IfcSensorType
Pset_SensorTypeLightSensor,IfcSensor
Pset_SensorTypeLightSensor,IfcSensorType
Pset_SensorTypeMoistureSensor,IfcSensor
Pset_SensorTypeMoistureSensor,IfcSensorType
Pset_SensorTypeMovementSensor,IfcSensor
Pset_SensorTypeMovementSensor,IfcSensorType
Pset_SensorTypePHSensor,IfcSensor
Pset_SensorTypePHSensor,IfcSensorType
Pset_SensorTypePressureSensor,IfcSensor
Pset_SensorTypePressureSensor,IfcSensorType
Pset_SensorTypeRadiationSensor,IfcSensor
Pset_SensorTypeRadiationSensor,IfcSensorType
Pset_SensorTypeRadioactivitySensor,IfcSensor
Pset_SensorTypeRadioactivitySensor,IfcSensorType
Pset_SensorTypeRainSensor,IfcSensor
Pset_SensorTypeRainSensor,IfcSensorType
Pset_SensorTypeSmokeSensor,IfcSensor
Pset_SensorTypeSmokeSensor,IfcSensorType
Pset_SensorTypeSnowSensor,IfcSensor
Pset_SensorTypeSnowSensor,IfcSensorType
Pset_SensorTypeSoundSensor,IfcSensor
Pset_SensorTypeSoundSensor,IfcSensorType
Pset_SensorTypeTemperatureSensor,IfcSensor
Pset_SensorTypeTemperatureSensor,IfcSensorType
Pset_SensorTypeTurnoutClosureSensor,IfcSensor
Pset_SensorTypeTurnoutClosureSensor,IfcSensorType
Pset_SensorTypeWindSensor,IfcSensor
Pset_SensorTypeWindSensor,IfcSensorType
Pset_ServiceLife,IfcElement
Pset_ServiceLife,IfcElementType
Pset_ServiceLifeFactors,IfcSystem
Pset_ShadingDeviceCommon,IfcShadingDevice
Pset_ShadingDeviceCommon,IfcShadingDeviceType
Pset_ShadingDevicePHistory,IfcShadingDevice
Pset_ShipLockCommon,IfcMarineFacility
Pset_ShiplockComplex,IfcMarineFacility
Pset_ShiplockDesignCriteria,IfcMarineFacility
Pset_ShipyardCommon,IfcMarineFacility
Pset_SignalFrame,IfcSignal
Pset_SignalFrame,IfcSignalType
Pset_SignCommon,IfcSign
Pset_SignCommon,IfcSignType
Pset_SiteCommon,IfcSite
Pset_SiteWeather,IfcSite
Pset_SlabCommon,IfcSlab
Pset_SlabCommon,IfcSlabType
Pset_SlabTypeTrackSlab,IfcSlab
Pset_SlabTypeTrackSlab,IfcSlabType
Pset_SolarDeviceTypeCommon,IfcSolarDevice
Pset_SolarDeviceTypeCommon,IfcSolarDeviceType
Pset_SolidStratumCapacity,IfcGeotechnicalStratum
Pset_SolidStratumComposition,IfcGeotechnicalStratum
Pset_SoundAttenuation,IfcAnnotation
Pset_SoundGeneration,IfcDistributionFlowElement
Pset_SoundGeneration,IfcDistributionFlowElementType
Pset_SpaceAirHandlingDimensioning,IfcSpatialElement
Pset_SpaceAirHandlingDimensioning,IfcSpatialElementType
Pset_SpaceCommon,IfcSpatialElement
Pset_SpaceCommon,IfcSpatialElementType
Pset_SpaceCoveringRequirements,IfcSpatialElement
Pset_SpaceCoveringRequirements,IfcSpatialElementType
Pset_SpaceFireSafetyRequirements,IfcSpatialElement
Pset_SpaceFireSafetyRequirements,IfcSpatialZone
Pset_SpaceFireSafetyRequirements,IfcZone
Pset_SpaceFireSafetyRequirements,IfcSpatialElementType
Pset_SpaceFireSafetyRequirements,IfcSpatialZoneType
Pset_SpaceHeaterPHistory,IfcSpaceHeater
Pset_SpaceHeaterTypeCommon,IfcSpaceHeater
Pset_SpaceHeaterTypeCommon,IfcSpaceHeaterType
Pset_SpaceHeaterTypeConvector,IfcSpaceHeater
Pset_SpaceHeaterTypeConvector,IfcSpaceHeaterType
Pset_SpaceHeaterTypeRadiator,IfcSpaceHeater
Pset_SpaceHeaterTypeRadiator,IfcSpaceHeaterType
Pset_SpaceHVACDesign,IfcSpatialElement
Pset_SpaceHVACDesign,IfcSpatialZone
Pset_SpaceHVACDesign,IfcZone
Pset_SpaceHVACDesign,IfcSpatialElementType
Pset_SpaceHVACDesign,IfcSpatialZoneType
Pset_SpaceLightingDesign,IfcSpatialElement
Pset_SpaceLightingDesign,IfcSpatialZone
Pset_SpaceLightingDesign,IfcZone
Pset_SpaceLightingDesign,IfcSpatialElementType
Pset_SpaceLightingDesign,IfcSpatialZoneType
Pset_SpaceOccupancyRequirements,IfcSpatialElement
Pset_SpaceOccupancyRequirements,IfcSpatialZone
Pset_SpaceOccupancyRequirements,IfcZone
Pset_SpaceOccupancyRequirements,IfcSpatialElementType
Pset_SpaceOccupancyRequirements,IfcSpatialZoneType
Pset_SpaceParking,IfcSpace
Pset_SpaceParking,IfcSpaceType
Pset_SpaceThermalLoad,IfcSpatialElement
Pset_SpaceThermalLoad,IfcSpatialElementType
Pset_SpaceThermalLoadPHistory,IfcSpatialElement
Pset_SpaceThermalPHistory,IfcSpatialElement
Pset_SpatialZoneCommon,IfcSpatialZone
Pset_SpatialZoneCommon,IfcSpatialZoneType
Pset_SpringTensioner,IfcDiscreteAccessory
Pset_SpringTensioner,IfcDiscreteAccessoryType
Pset_StackTerminalTypeCommon,IfcStackTerminal
Pset_StackTerminalTypeCommon,IfcStackTerminalType
Pset_StairCommon,IfcStair
Pset_StairCommon,IfcStairType
Pset_StairFlightCommon,IfcStairFlight
Pset_StairFlightCommon,IfcStairFlightType
Pset_Stationing,IfcReferent
Pset_StructuralSurfaceMemberVaryingThickness,IfcStructuralSurfaceMemberVarying
Pset_SumpBusterCommon,IfcElementAssembly
Pset_SumpBusterCommon,IfcElementAssemblyType
Pset_Superelevation,IfcReferent
Pset_SwitchingDeviceTypeCommon,IfcSwitchingDevice
Pset_SwitchingDeviceTypeCommon,IfcSwitchingDeviceType
Pset_SwitchingDeviceTypeContactor,IfcSwitchingDevice
Pset_SwitchingDeviceTypeContactor,IfcSwitchingDeviceType
Pset_SwitchingDeviceTypeDimmerSwitch,IfcSwitchingDevice
Pset_SwitchingDeviceTypeDimmerSwitch,IfcSwitchingDeviceType
Pset_SwitchingDeviceTypeEmergencyStop,IfcSwitchingDevice
Pset_SwitchingDeviceTypeEmergencyStop,IfcSwitchingDeviceType
Pset_SwitchingDeviceTypeKeypad,IfcSwitchingDevice
Pset_SwitchingDeviceTypeKeypad,IfcSwitchingDeviceType
Pset_SwitchingDeviceTypeMomentarySwitch,IfcSwitchingDevice
Pset_SwitchingDeviceTypeMomentarySwitch,IfcSwitchingDeviceType
Pset_SwitchingDeviceTypePHistory,IfcSwitchingDevice
Pset_SwitchingDeviceTypeRelay,IfcSwitchingDevice
Pset_SwitchingDeviceTypeRelay,IfcSwitchingDeviceType
Pset_SwitchingDeviceTypeSelectorSwitch,IfcSwitchingDevice
Pset_SwitchingDeviceTypeSelectorSwitch,IfcSwitchingDeviceType
Pset_SwitchingDeviceTypeStarter,IfcSwitchingDevice
Pset_SwitchingDeviceTypeStarter,IfcSwitchingDeviceType
Pset_SwitchingDeviceTypeSwitchDisconnector,IfcSwitchingDevice
Pset_SwitchingDeviceTypeSwitchDisconnector,IfcSwitchingDeviceType
Pset_SwitchingDeviceTypeToggleSwitch,IfcSwitchingDevice
Pset_SwitchingDeviceTypeToggleSwitch,IfcSwitchingDeviceType
Pset_SymmetricPairCable,IfcCableSegment
Pset_SymmetricPairCable,IfcCableSegmentType
Pset_SystemFurnitureElementTypeCommon,IfcSystemFurnitureElement
Pset_SystemFurnitureElementTypeCommon,IfcSystemFurnitureElementType
Pset_SystemFurnitureElementTypePanel,IfcSystemFurnitureElement
Pset_SystemFurnitureElementTypePanel,IfcSystemFurnitureElementType
Pset_SystemFurnitureElementTypeSubrack,IfcSystemFurnitureElement
Pset_SystemFurnitureElementTypeSubrack,IfcSystemFurnitureElementType
Pset_SystemFurnitureElementTypeWorkSurface,IfcSystemFurnitureElement
Pset_SystemFurnitureElementTypeWorkSurface,IfcSystemFurnitureElementType
Pset_TankOccurrence,IfcTank
Pset_TankTypeCommon,IfcTank
Pset_TankTypeCommon,IfcTankType
Pset_TankTypeExpansion,IfcTank
Pset_TankTypeExpansion,IfcTankType
Pset_TankTypePreformed,IfcTank
Pset_TankTypePreformed,IfcTankType
Pset_TankTypePressureVessel,IfcTank
Pset_TankTypePressureVessel,IfcTankType
Pset_TankTypeSectional,IfcTank
Pset_TankTypeSectional,IfcTankType
Pset_TelecomCableGeneral,IfcCableFitting
Pset_TelecomCableGeneral,IfcCableSegment
Pset_TelecomCableGeneral,IfcCableFittingType
Pset_TelecomCableGeneral,IfcCableSegmentType
Pset_ThermalLoad,IfcSpatialElement
Pset_ThermalLoad,IfcSpatialElementType
Pset_TicketProcessing,IfcDoor_BARRIER
Pset_TicketProcessing,IfcDoor
Pset_TicketProcessing,IfcDoorType_BARRIER
Pset_TicketProcessing,IfcDoorType
Pset_TicketVendingMachine,IfcElectricAppliance
Pset_TicketVendingMachine,IfcElectricApplianceType
Pset_Tiling,IfcPavement
Pset_Tiling,IfcCovering
Pset_Tiling,IfcPavementType
Pset_Tiling,IfcCoveringType
Pset_Tolerance,IfcProduct
Pset_Tolerance,IfcTypeProduct
Pset_TrackBase,IfcSlab
Pset_TrackBase,IfcSlabType
Pset_TrackElementOccurrenceSleeper,IfcTrackElement
Pset_TrackElementPHistoryDerailer,IfcTrackElement
Pset_TrackElementTypeDerailer,IfcTrackElement
Pset_TrackElementTypeDerailer,IfcTrackElementType
Pset_TrackElementTypeSleeper,IfcTrackElement
Pset_TrackElementTypeSleeper,IfcTrackElementType
Pset_TractionPowerSystem,IfcDistributionSystem
Pset_TrafficCalmingDeviceCommon,IfcElementAssembly_CALMING_DEVICE
Pset_TrafficCalmingDeviceCommon,IfcElementAssemblyType_CALMING_DEVICE
Pset_TransformerTypeCommon,IfcTransformer
Pset_TransformerTypeCommon,IfcTransformerType
Pset_TransitionSectionCommon,IfcEarthworksFill
Pset_TransportElementCommon,IfcTransportationDevice
Pset_TransportElementCommon,IfcTransportationDeviceType
Pset_TransportElementElevator,IfcTransportElement
Pset_TransportElementElevator,IfcTransportElementType
Pset_TransportEquipmentOTN,IfcCommunicationsAppliance
Pset_TransportEquipmentOTN,IfcCommunicationsApplianceType
Pset_TrenchExcavationCommon,IfcEarthworksCut
Pset_TubeBundleTypeCommon,IfcTubeBundle
Pset_TubeBundleTypeCommon,IfcTubeBundleType
Pset_TubeBundleTypeFinned,IfcTubeBundle
Pset_TubeBundleTypeFinned,IfcTubeBundleType
Pset_Uncertainty,IfcProduct
Pset_Uncertainty,IfcTypeProduct
Pset_UnitaryControlElementBaseStationController,IfcUnitaryControlElement
Pset_UnitaryControlElementBaseStationController,IfcUnitaryControlElementType
Pset_UnitaryControlElementPHistory,IfcUnitaryControlElement
Pset_UnitaryControlElementTypeCommon,IfcUnitaryControlElement
Pset_UnitaryControlElementTypeCommon,IfcUnitaryControlElementType
Pset_UnitaryControlElementTypeControlPanel,IfcUnitaryControlElement
Pset_UnitaryControlElementTypeControlPanel,IfcUnitaryControlElementType
Pset_UnitaryControlElementTypeIndicatorPanel,IfcUnitaryControlElement
Pset_UnitaryControlElementTypeIndicatorPanel,IfcUnitaryControlElementType
Pset_UnitaryControlElementTypeThermostat,IfcUnitaryControlElement
Pset_UnitaryControlElementTypeThermostat,IfcUnitaryControlElementType
Pset_UnitaryEquipmentTypeAirConditioningUnit,IfcUnitaryEquipment
Pset_UnitaryEquipmentTypeAirConditioningUnit,IfcUnitaryEquipmentType
Pset_UnitaryEquipmentTypeAirHandler,IfcUnitaryEquipment
Pset_UnitaryEquipmentTypeAirHandler,IfcUnitaryEquipmentType
Pset_UnitaryEquipmentTypeCommon,IfcUnitaryEquipment
Pset_UnitaryEquipmentTypeCommon,IfcUnitaryEquipmentType
Pset_UtilityConsumptionPHistory,IfcBuilding
Pset_ValvePHistory,IfcValve
Pset_ValveTypeAirRelease,IfcValve
Pset_ValveTypeAirRelease,IfcValveType
Pset_ValveTypeCommon,IfcValve
Pset_ValveTypeCommon,IfcValveType
Pset_ValveTypeDrawOffCock,IfcValve
Pset_ValveTypeDrawOffCock,IfcValveType
Pset_ValveTypeFaucet,IfcValve
Pset_ValveTypeFaucet,IfcValveType
Pset_ValveTypeFlushing,IfcValve
Pset_ValveTypeFlushing,IfcValveType
Pset_ValveTypeGasTap,IfcValve
Pset_ValveTypeGasTap,IfcValveType
Pset_ValveTypeIsolating,IfcValve
Pset_ValveTypeIsolating,IfcValveType
Pset_ValveTypeMixing,IfcValve
Pset_ValveTypeMixing,IfcValveType
Pset_ValveTypePressureReducing,IfcValve
Pset_ValveTypePressureReducing,IfcValveType
Pset_ValveTypePressureRelief,IfcValve
Pset_ValveTypePressureRelief,IfcValveType
Pset_VegetationCommon,IfcGeographicElement
Pset_VehicleAvailability,IfcVehicle
Pset_VehicleAvailability,IfcVehicle
Pset_VehicleAvailability,IfcVehicle
Pset_VehicleAvailability,IfcVehicle
Pset_VehicleAvailability,IfcVehicle
Pset_VehicleAvailability,IfcVehicleType
Pset_VehicleAvailability,IfcVehicleType
Pset_VehicleAvailability,IfcVehicleType
Pset_VehicleAvailability,IfcVehicleType
Pset_VehicleAvailability,IfcVehicleType
Pset_VesselLineCommon,IfcMechanicalFastener
Pset_VesselLineCommon,IfcMechanicalFastenerType
Pset_VibrationIsolatorTypeCommon,IfcVibrationIsolator
Pset_VibrationIsolatorTypeCommon,IfcVibrationIsolatorType
Pset_VoltageInstrumentTransformer,IfcFlowInstrument
Pset_VoltageInstrumentTransformer,IfcFlowInstrument
Pset_VoltageInstrumentTransformer,IfcFlowInstrumentType
Pset_VoltageInstrumentTransformer,IfcFlowInstrumentType
Pset_WallCommon,IfcWall
Pset_WallCommon,IfcWallType
Pset_Warranty,IfcElement
Pset_Warranty,IfcElementType
Pset_WasteTerminalTypeCommon,IfcWasteTerminal
Pset_WasteTerminalTypeCommon,IfcWasteTerminalType
Pset_WasteTerminalTypeFloorTrap,IfcWasteTerminal
Pset_WasteTerminalTypeFloorTrap,IfcWasteTerminalType
Pset_WasteTerminalTypeFloorWaste,IfcWasteTerminal
Pset_WasteTerminalTypeFloorWaste,IfcWasteTerminalType
Pset_WasteTerminalTypeGullySump,IfcWasteTerminal
Pset_WasteTerminalTypeGullySump,IfcWasteTerminalType
Pset_WasteTerminalTypeGullyTrap,IfcWasteTerminal
Pset_WasteTerminalTypeGullyTrap,IfcWasteTerminalType
Pset_WasteTerminalTypeRoofDrain,IfcWasteTerminal
Pset_WasteTerminalTypeRoofDrain,IfcWasteTerminalType
Pset_WasteTerminalTypeWasteDisposalUnit,IfcWasteTerminal
Pset_WasteTerminalTypeWasteDisposalUnit,IfcWasteTerminalType
Pset_WasteTerminalTypeWasteTrap,IfcWasteTerminal
Pset_WasteTerminalTypeWasteTrap,IfcWasteTerminalType
Pset_WaterStratumCommon,IfcGeotechnicalStratum
Pset_Width,IfcReferent
Pset_WindowCommon,IfcWindow
Pset_WindowCommon,IfcWindowType
Pset_WindowLiningProperties,IfcMember
Pset_WindowLiningProperties,IfcWindow
Pset_WindowLiningProperties,IfcMemberType
Pset_WindowLiningProperties,IfcWindowType
Pset_WindowPanelProperties,IfcPlate
Pset_WindowPanelProperties,IfcWindow
Pset_WindowPanelProperties,IfcPlateType
Pset_WindowPanelProperties,IfcWindowType
Pset_WiredCommunicationPortCommon,IfcDistributionPort
Pset_WorkControlCommon,IfcWorkControl
Pset_ZoneCommon,IfcZone
